Feature ID	Taxon	Confidence
ffc36e27c82042664a16bcd4d380b286	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae; g__Escherichia-Shigella	0.9565511810949824
8b74089f59b28e641f2c8c736707f8b2	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae	0.9830650626337436
35451ef9f1742fae59aa48d51c7075de	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus	0.9994823256545796
1a600af5baa1803c1dbb249a706fa875	d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__uncultured; f__uncultured; g__uncultured	0.9760267346760126
4394468b49611f78b96b64d72449fab5	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__Lactobacillus_fermentum	0.8971279167999737
892a20bbdc3ce599dc0c5d9f0866c352	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae; g__Enterococcus	0.9982111990545387
04be702b895fe5ed0568344daf564276	d__Bacteria; p__Firmicutes; c__Bacilli; o__Staphylococcales; f__Staphylococcaceae; g__Staphylococcus	0.9734247354534352
e09282e930489af4b09becfa3d3a7177	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__MBMPE27; f__MBMPE27; g__MBMPE27	0.9925449320685514
b77b151f7481fd080bedbf415e736539	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Listeriaceae; g__Listeria	0.9999934168016504
258888d59976d9f8e12b0e5bb78be7ee	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas	0.9999464706151615
052ba7abaeaa968c4f79e3f97d1f0a2f	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas	0.9997903744643772
90f9b4b420acd7cca45f8c2e1103f1b1	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Methyloligellaceae; g__Methyloceanibacter; s__uncultured_bacterium	0.9643558962366425
5e281c481a379a731e5153ca4e88f30e	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae	0.9937725250248088
12c354b856343dc9ec1a49200ec8919f	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__JTB23; f__JTB23; g__JTB23; s__uncultured_gamma	0.8792120573289276
bc35b06bc7ad8387b8afdf159ae3ab75	d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__MSB-5B2; f__MSB-5B2; g__MSB-5B2; s__uncultured_bacterium	0.832150978748066
55fd3be405b8a5fc18a316da84ddd6b8	d__Bacteria; p__Nitrospirota; c__Thermodesulfovibrionia; o__uncultured; f__uncultured; g__uncultured	0.9993120927338777
fb1a0d74051b0953a5e7d49e00051e3d	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__MBMPE27; f__MBMPE27; g__MBMPE27	0.9929197622133913
31ba82f898cc4bdc69b904c14f3cbba9	d__Bacteria; p__Desulfobacterota; c__Syntrophobacteria; o__Syntrophobacterales; f__uncultured; g__uncultured; s__uncultured_delta	0.9161834696774709
d22e636e4f8ca86e9c3ba3a6ce3c930f	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus	0.9994225201272395
b54e0d76031f1ce0b61374682af2c4b9	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae; g__Escherichia-Shigella	0.9475058000972869
aff27d59f8921ed1acd7de36ad48083a	d__Bacteria; p__Campilobacterota; c__Campylobacteria; o__Campylobacterales; f__Sulfurovaceae; g__Sulfurovum	0.9990097656847804
42def6b97adfcefecee8a466ebed670f	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Kiloniellales; f__Kiloniellaceae; g__uncultured	0.9699472644645725
bff27b9961fbc9653534ae7b8da0cdb3	d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__uncultured; f__uncultured; g__uncultured	0.9873468763771533
c9f26f34c5ae1f650908b7d2887420dc	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae	0.97600190682564
617de794f31a4162b51e528afe28fd96	d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__uncultured; f__uncultured; g__uncultured	0.9847533711124269
87e45eebd5c4c3457dad76c6b8bf5519	d__Bacteria; p__Nitrospirota; c__Thermodesulfovibrionia; o__uncultured; f__uncultured; g__uncultured	0.9949032106578544
5fdf563349a767fc5b679a6dc024f01d	d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__uncultured; f__uncultured; g__uncultured	0.9781836598473568
e5272e6600cbedce9e06a593eb1cc1db	d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__SBR1031; f__SBR1031; g__SBR1031	0.8056324720982049
b925948ace8041e8c97ba3291817d61d	d__Bacteria; p__Acidobacteriota; c__Aminicenantia; o__Aminicenantales; f__Aminicenantales; g__Aminicenantales	0.9999981081266103
91faaaf80ee9f5c0ef7f4cc44a357bae	d__Bacteria; p__Spirochaetota; c__Spirochaetia; o__Spirochaetales; f__Spirochaetaceae; g__Spirochaeta	0.9999472903798414
dc87441e49a55c5a876533eb387cab41	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__uncultured; f__uncultured; g__uncultured; s__uncultured_Rhodobacteraceae	0.8958306186425272
7715c41708412d733a8242c6784e28e2	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae; g__Escherichia-Shigella	0.9560383103092818
59ac85c6ee5622c205ce91bbe8df4736	d__Bacteria; p__Desulfobacterota; c__Desulfobulbia; o__Desulfobulbales; f__Desulfobulbaceae; g__uncultured; s__uncultured_Aminicenantes	0.7393275419876406
30608e5a6268ad9237be094ec2447dff	d__Bacteria; p__Acidobacteriota; c__Aminicenantia; o__Aminicenantales; f__Aminicenantales; g__Aminicenantales; s__uncultured_bacterium	0.7579103332582583
62fec5ebf5c3e3e49632ee5c6e208cfa	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Steroidobacterales; f__Woeseiaceae; g__Woeseia	0.9607431045483457
397981ea506b5a445d6753043c3cae03	d__Bacteria; p__Desulfobacterota; c__Desulfobacteria; o__Desulfobacterales; f__Desulfosarcinaceae	0.9443455178574593
